contextID,citationID,clean__citation_context,UTILIZE_LABELS,USAGE_LABELS
202268085,240058384,"solution we propose in this paper. the solution relies on distributed stream processing middleware storm 5 for processing updates and maintaining the aggregate profile clusters in memory, and hbase for partial fault tolerance and for facilitating the migration. we use this system to study the impact of various workload, system and algorithmic parameters on the performance and accuracy of our re",UTILIZE,USE
8482504,8929208,"buses of cmos vlsi circuits can severely degrade both design reliability and performance. maximum current estimates are needed in the circuit to accurately determine the impact of these problems. in , a pattern-independent, linear time algorithm (imax) is described that is very effective in estimating the maximum current waveforms at various contact points in the circuit. in 1 , the algorithm wa",NOTUTILIZE,MENTION
61093890,60444367,represent another important development in statistics and machine learning. these models are widely used in the engineering and science communities. (see lauritzen 1996 for a systematic treatment and for a recent review from the algorithmic stand point and graphical model applications.) graphical models are effective in dealing with intricate dependencies and structures in the thousands or more v,NOTUTILIZE,NOTALGO
25991742,26733790,"rocedures such as forward or backward eliminations are employed due to their computational attractiveness. more complex procedures such as floating searches and genetic algorithms can also be applied . concerning the evaluation of the criterion, selection techniques are either univariate or multivariate. univariate approaches are simple and fast. multivariate approaches evaluate the relevance of f",NOTUTILIZE,MENTION
61431118,60745980,"tions. poor initial parameters may lead em to converge to a local minimum. em for motif finding was introduced by lawrence and reilly 28 and was an extension of the greedy algorithm of hertz et al. . it was primarily intended for searching motifs in related proteins, but the described method could also be applied to dna sequences. the basic models assumption is that each sequence contains exactl",NOTUTILIZE,MENTION
972908,1041341,"10, 2, 11, 1 ), and the systems processed symbolic data off-line. more recently, several beat tracking systems have been developed which work with audio input (e.g. 12, 4 ) or run in real time (e.g. ) or both (e.g. 5, 6 ). compared with the real time audio beat tracking work of 5, 6 , our tempo tracking algorithm performs a simpler task, that of finding the tempo but not necessarily the beat. h",NOTUTILIZE,NOTALGO
97584914,92103618,"on or inhibition, the effects spreading downward from complex stimuli toscomplex patterns of response like a cascade, leading to feelings of well-being: the ultimatesreward (cascade theory of reward) . although the neurotransmitter system is tooscomplex and still not completely understood, the main central reward areas in the human brain ssmeso-limbic system are summarized in figure 4a and 4b.sfun",NOTUTILIZE,NOTALGO
201687187,239221679,"ence of brucellosis. to account for the lack of information from neighbouring countries, we used a kernel smoothing algorithm that included a correction term for edge effects in the package spatstat ( ) in the statistical software r, version 2.9.1.sin parallel, areas of significantly greater risk of reporting serological evidence of brucellosis were identified by quantifying the amount of spatial c",UTILIZE,USE
87529357,84144011,"gn job allocated m computational cores, each evaluation of p k for node k with structure sk is performed using m cores for some m 1, ..., m selected to approximately minimize run time based on sk ). more implementation and infrastructure details are given in appendix a. 2.4 computational design studies our primary test scenario is rna sequence design at 37 c for target structures in the engine",NOTUTILIZE,NOTALGO
5970333,6189430,"disk. we used different synthetic databases that have been used as benchmark databases for many association rules algorithms (agrawal, imielinski, swami 1993; agrawal et al. 1996; brin et al. 1997; ; lin kedem 1998; lin dunham 1998; park, chen, yu 1995a; savasere, omiecinski, navathe 1995; zaki et al. 1997c). the dataset generation procedure is described in (agrawal et al. 1996), and the",UTILIZE,USE
68440898,67031631,"responding supercharge, which is found to agree with an expression derived earlier by a somewhat different method 14 . next, we investigate the extended n 4 supergravity 15 in a scalar reduction in which besides the gravity multiplet only the scalar multiplet is kept.3 the scalar fields have a mass m 2 2, which is within the breitenlohner-freedman range 17, 18 . the reduced theory has a",NOTUTILIZE,NOTALGO
42568522,40915202,our safmdl work differs from their work on not only providing mechanisms for validating feature model constraints but also extending feature model for semantic annotation of the features. peng et al developed an owl ontology for feature modeling which helps in validating and tailoring feature models. the proposed ontology categorized features according to underlying business model. in their appr,NOTUTILIZE,MENTION
